# /home/jwozniak/MARL/.venv/bin/python3 -m smax.run --exploration correlated --similarity obs --mixer qmix --seed 2 --total-steps 2000000 --out results_smax/smax_2s3z_qmix_correlated_obs_s2.npz
2026-06-10 20:21:58.437157: W external/xla/xla/service/gpu/nvptx_compiler.cc:930] The NVIDIA driver's CUDA version is 12.7 which is older than the PTX compiler version 12.9.86. Because the driver is older than the PTX compiler version, XLA is disabling parallel compilation, which may slow down compilation. You should update your NVIDIA driver or use the NVIDIA-provided CUDA forward compatibility packages.
[run] cfg={'seed': 2, 'total_steps': 2000000, 'n_envs': 128, 'buffer_cap': 100000, 'batch_size': 128, 'warmup': 5000, 'updates_per_iter': 1, 'target_sync': 200, 'gamma': 0.99, 'lr': 0.0003, 'grad_clip': 10.0, 'eps_start': 1.0, 'eps_end': 0.05, 'eps_anneal_steps': 100000, 'hidden_size': 128, 'exploration': 'correlated', 'similarity': 'obs', 'mixer': 'qmix', 'qmix_embed': 32, 'log_corr_every': 2000}
[cfg] n_agents=5  n_actions=10  obs_dim=127  state_dim=120  aug_dim=134
iter=     0  env_steps=        0  eps=1.000  episodes=     0  recent_return=0.00  win=0.00  buf=128
iter=   200  env_steps=    25600  eps=0.757  episodes=   430  recent_return=0.23  win=0.00  buf=25728
iter=   400  env_steps=    51200  eps=0.514  episodes=   882  recent_return=0.26  win=0.01  buf=51328
iter=   600  env_steps=    76800  eps=0.270  episodes=  1345  recent_return=0.19  win=0.00  buf=76928
iter=   800  env_steps=   102400  eps=0.050  episodes=  1916  recent_return=0.07  win=0.00  buf=100000
iter=  1000  env_steps=   128000  eps=0.050  episodes=  2478  recent_return=0.03  win=0.00  buf=100000
iter=  1200  env_steps=   153600  eps=0.050  episodes=  3041  recent_return=0.03  win=0.00  buf=100000
iter=  1400  env_steps=   179200  eps=0.050  episodes=  3567  recent_return=0.04  win=0.00  buf=100000
iter=  1600  env_steps=   204800  eps=0.050  episodes=  4039  recent_return=0.06  win=0.00  buf=100000
iter=  1800  env_steps=   230400  eps=0.050  episodes=  4491  recent_return=0.05  win=0.00  buf=100000
iter=  2000  env_steps=   256000  eps=0.050  episodes=  4962  recent_return=0.05  win=0.00  buf=100000
iter=  2200  env_steps=   281600  eps=0.050  episodes=  5408  recent_return=0.05  win=0.00  buf=100000
iter=  2400  env_steps=   307200  eps=0.050  episodes=  5885  recent_return=0.05  win=0.00  buf=100000
iter=  2600  env_steps=   332800  eps=0.050  episodes=  6363  recent_return=0.04  win=0.00  buf=100000
iter=  2800  env_steps=   358400  eps=0.050  episodes=  6816  recent_return=0.03  win=0.00  buf=100000
iter=  3000  env_steps=   384000  eps=0.050  episodes=  7278  recent_return=0.04  win=0.00  buf=100000
iter=  3200  env_steps=   409600  eps=0.050  episodes=  7721  recent_return=0.05  win=0.00  buf=100000
iter=  3400  env_steps=   435200  eps=0.050  episodes=  8150  recent_return=0.05  win=0.00  buf=100000
iter=  3600  env_steps=   460800  eps=0.050  episodes=  8558  recent_return=0.05  win=0.00  buf=100000
iter=  3800  env_steps=   486400  eps=0.050  episodes=  8963  recent_return=0.05  win=0.00  buf=100000
iter=  4000  env_steps=   512000  eps=0.050  episodes=  9400  recent_return=0.05  win=0.00  buf=100000
iter=  4200  env_steps=   537600  eps=0.050  episodes=  9804  recent_return=0.07  win=0.00  buf=100000
iter=  4400  env_steps=   563200  eps=0.050  episodes= 10210  recent_return=0.07  win=0.00  buf=100000
iter=  4600  env_steps=   588800  eps=0.050  episodes= 10638  recent_return=0.05  win=0.00  buf=100000
iter=  4800  env_steps=   614400  eps=0.050  episodes= 11106  recent_return=0.05  win=0.00  buf=100000
iter=  5000  env_steps=   640000  eps=0.050  episodes= 11522  recent_return=0.05  win=0.00  buf=100000
iter=  5200  env_steps=   665600  eps=0.050  episodes= 11927  recent_return=0.04  win=0.00  buf=100000
iter=  5400  env_steps=   691200  eps=0.050  episodes= 12332  recent_return=0.05  win=0.00  buf=100000
iter=  5600  env_steps=   716800  eps=0.050  episodes= 12738  recent_return=0.05  win=0.00  buf=100000
iter=  5800  env_steps=   742400  eps=0.050  episodes= 13142  recent_return=0.05  win=0.00  buf=100000
iter=  6000  env_steps=   768000  eps=0.050  episodes= 13547  recent_return=0.05  win=0.00  buf=100000
iter=  6200  env_steps=   793600  eps=0.050  episodes= 13953  recent_return=0.05  win=0.00  buf=100000
iter=  6400  env_steps=   819200  eps=0.050  episodes= 14363  recent_return=0.04  win=0.00  buf=100000
iter=  6600  env_steps=   844800  eps=0.050  episodes= 14765  recent_return=0.04  win=0.00  buf=100000
iter=  6800  env_steps=   870400  eps=0.050  episodes= 15187  recent_return=0.05  win=0.00  buf=100000
iter=  7000  env_steps=   896000  eps=0.050  episodes= 15562  recent_return=0.04  win=0.00  buf=100000
iter=  7200  env_steps=   921600  eps=0.050  episodes= 15949  recent_return=0.07  win=0.00  buf=100000
iter=  7400  env_steps=   947200  eps=0.050  episodes= 16344  recent_return=0.05  win=0.00  buf=100000
iter=  7600  env_steps=   972800  eps=0.050  episodes= 16745  recent_return=0.06  win=0.00  buf=100000
iter=  7800  env_steps=   998400  eps=0.050  episodes= 17165  recent_return=0.07  win=0.00  buf=100000
iter=  8000  env_steps=  1024000  eps=0.050  episodes= 17559  recent_return=0.08  win=0.00  buf=100000
iter=  8200  env_steps=  1049600  eps=0.050  episodes= 17963  recent_return=0.10  win=0.00  buf=100000
iter=  8400  env_steps=  1075200  eps=0.050  episodes= 18369  recent_return=0.12  win=0.00  buf=100000
iter=  8600  env_steps=  1100800  eps=0.050  episodes= 18790  recent_return=0.10  win=0.00  buf=100000
iter=  8800  env_steps=  1126400  eps=0.050  episodes= 19168  recent_return=0.11  win=0.00  buf=100000
iter=  9000  env_steps=  1152000  eps=0.050  episodes= 19550  recent_return=0.18  win=0.00  buf=100000
iter=  9200  env_steps=  1177600  eps=0.050  episodes= 19974  recent_return=0.21  win=0.01  buf=100000
iter=  9400  env_steps=  1203200  eps=0.050  episodes= 20351  recent_return=0.31  win=0.04  buf=100000
iter=  9600  env_steps=  1228800  eps=0.050  episodes= 20753  recent_return=0.28  win=0.01  buf=100000
iter=  9800  env_steps=  1254400  eps=0.050  episodes= 21123  recent_return=0.30  win=0.12  buf=100000
