# /home/jwozniak/MARL/.venv/bin/python3 -m smax.run --exploration correlated --similarity q_values --mixer qmix --seed 0 --total-steps 2000000 --out results_smax/smax_2s3z_qmix_correlated_q_values_s0.npz
2026-06-10 20:09:14.168643: W external/xla/xla/service/gpu/nvptx_compiler.cc:930] The NVIDIA driver's CUDA version is 12.7 which is older than the PTX compiler version 12.9.86. Because the driver is older than the PTX compiler version, XLA is disabling parallel compilation, which may slow down compilation. You should update your NVIDIA driver or use the NVIDIA-provided CUDA forward compatibility packages.
[run] cfg={'seed': 0, 'total_steps': 2000000, 'n_envs': 128, 'buffer_cap': 100000, 'batch_size': 128, 'warmup': 5000, 'updates_per_iter': 1, 'target_sync': 200, 'gamma': 0.99, 'lr': 0.0003, 'grad_clip': 10.0, 'eps_start': 1.0, 'eps_end': 0.05, 'eps_anneal_steps': 100000, 'hidden_size': 128, 'exploration': 'correlated', 'similarity': 'q_values', 'mixer': 'qmix', 'qmix_embed': 32, 'log_corr_every': 2000}
[cfg] n_agents=5  n_actions=10  obs_dim=127  state_dim=120  aug_dim=134
iter=     0  env_steps=        0  eps=1.000  episodes=     0  recent_return=0.00  win=0.00  buf=128
iter=   200  env_steps=    25600  eps=0.757  episodes=   395  recent_return=0.26  win=0.01  buf=25728
iter=   400  env_steps=    51200  eps=0.514  episodes=   817  recent_return=0.37  win=0.12  buf=51328
iter=   600  env_steps=    76800  eps=0.270  episodes=  1286  recent_return=0.29  win=0.03  buf=76928
iter=   800  env_steps=   102400  eps=0.050  episodes=  1824  recent_return=0.12  win=0.00  buf=100000
iter=  1000  env_steps=   128000  eps=0.050  episodes=  2405  recent_return=0.08  win=0.00  buf=100000
iter=  1200  env_steps=   153600  eps=0.050  episodes=  2943  recent_return=0.05  win=0.00  buf=100000
iter=  1400  env_steps=   179200  eps=0.050  episodes=  3466  recent_return=0.06  win=0.00  buf=100000
iter=  1600  env_steps=   204800  eps=0.050  episodes=  3986  recent_return=0.06  win=0.00  buf=100000
iter=  1800  env_steps=   230400  eps=0.050  episodes=  4504  recent_return=0.04  win=0.00  buf=100000
iter=  2000  env_steps=   256000  eps=0.050  episodes=  4999  recent_return=0.06  win=0.00  buf=100000
iter=  2200  env_steps=   281600  eps=0.050  episodes=  5509  recent_return=0.05  win=0.00  buf=100000
