# /home/jwozniak/MARL/.venv/bin/python3 -m smax.run --exploration correlated --similarity hidden --mixer qmix --seed 2 --total-steps 2000000 --out results_smax/smax_2s3z_qmix_correlated_hidden_s2.npz
2026-06-10 20:26:27.483578: W external/xla/xla/service/gpu/nvptx_compiler.cc:930] The NVIDIA driver's CUDA version is 12.7 which is older than the PTX compiler version 12.9.86. Because the driver is older than the PTX compiler version, XLA is disabling parallel compilation, which may slow down compilation. You should update your NVIDIA driver or use the NVIDIA-provided CUDA forward compatibility packages.
[run] cfg={'seed': 2, 'total_steps': 2000000, 'n_envs': 128, 'buffer_cap': 100000, 'batch_size': 128, 'warmup': 5000, 'updates_per_iter': 1, 'target_sync': 200, 'gamma': 0.99, 'lr': 0.0003, 'grad_clip': 10.0, 'eps_start': 1.0, 'eps_end': 0.05, 'eps_anneal_steps': 100000, 'hidden_size': 128, 'exploration': 'correlated', 'similarity': 'hidden', 'mixer': 'qmix', 'qmix_embed': 32, 'log_corr_every': 2000}
[cfg] n_agents=5  n_actions=10  obs_dim=127  state_dim=120  aug_dim=134
iter=     0  env_steps=        0  eps=1.000  episodes=     0  recent_return=0.00  win=0.00  buf=128
iter=   200  env_steps=    25600  eps=0.757  episodes=   427  recent_return=0.22  win=0.00  buf=25728
iter=   400  env_steps=    51200  eps=0.514  episodes=   896  recent_return=0.25  win=0.00  buf=51328
iter=   600  env_steps=    76800  eps=0.270  episodes=  1411  recent_return=0.19  win=0.00  buf=76928
iter=   800  env_steps=   102400  eps=0.050  episodes=  1936  recent_return=0.06  win=0.00  buf=100000
iter=  1000  env_steps=   128000  eps=0.050  episodes=  2477  recent_return=0.05  win=0.00  buf=100000
iter=  1200  env_steps=   153600  eps=0.050  episodes=  2976  recent_return=0.03  win=0.00  buf=100000
iter=  1400  env_steps=   179200  eps=0.050  episodes=  3427  recent_return=0.04  win=0.00  buf=100000
iter=  1600  env_steps=   204800  eps=0.050  episodes=  3903  recent_return=0.05  win=0.00  buf=100000
iter=  1800  env_steps=   230400  eps=0.050  episodes=  4423  recent_return=0.03  win=0.00  buf=100000
iter=  2000  env_steps=   256000  eps=0.050  episodes=  4891  recent_return=0.04  win=0.00  buf=100000
iter=  2200  env_steps=   281600  eps=0.050  episodes=  5405  recent_return=0.04  win=0.00  buf=100000
iter=  2400  env_steps=   307200  eps=0.050  episodes=  5910  recent_return=0.04  win=0.00  buf=100000
iter=  2600  env_steps=   332800  eps=0.050  episodes=  6363  recent_return=0.04  win=0.00  buf=100000
iter=  2800  env_steps=   358400  eps=0.050  episodes=  6838  recent_return=0.05  win=0.00  buf=100000
iter=  3000  env_steps=   384000  eps=0.050  episodes=  7303  recent_return=0.05  win=0.00  buf=100000
iter=  3200  env_steps=   409600  eps=0.050  episodes=  7757  recent_return=0.05  win=0.00  buf=100000
iter=  3400  env_steps=   435200  eps=0.050  episodes=  8185  recent_return=0.07  win=0.00  buf=100000
iter=  3600  env_steps=   460800  eps=0.050  episodes=  8629  recent_return=0.05  win=0.00  buf=100000
iter=  3800  env_steps=   486400  eps=0.050  episodes=  9087  recent_return=0.05  win=0.00  buf=100000
iter=  4000  env_steps=   512000  eps=0.050  episodes=  9478  recent_return=0.05  win=0.00  buf=100000
iter=  4200  env_steps=   537600  eps=0.050  episodes=  9904  recent_return=0.05  win=0.00  buf=100000
iter=  4400  env_steps=   563200  eps=0.050  episodes= 10329  recent_return=0.05  win=0.00  buf=100000
iter=  4600  env_steps=   588800  eps=0.050  episodes= 10739  recent_return=0.06  win=0.00  buf=100000
iter=  4800  env_steps=   614400  eps=0.050  episodes= 11144  recent_return=0.05  win=0.00  buf=100000
iter=  5000  env_steps=   640000  eps=0.050  episodes= 11584  recent_return=0.06  win=0.00  buf=100000
iter=  5200  env_steps=   665600  eps=0.050  episodes= 12011  recent_return=0.08  win=0.00  buf=100000
iter=  5400  env_steps=   691200  eps=0.050  episodes= 12431  recent_return=0.06  win=0.00  buf=100000
iter=  5600  env_steps=   716800  eps=0.050  episodes= 12843  recent_return=0.07  win=0.00  buf=100000
iter=  5800  env_steps=   742400  eps=0.050  episodes= 13285  recent_return=0.10  win=0.00  buf=100000
iter=  6000  env_steps=   768000  eps=0.050  episodes= 13728  recent_return=0.20  win=0.00  buf=100000
iter=  6200  env_steps=   793600  eps=0.050  episodes= 14188  recent_return=0.28  win=0.06  buf=100000
iter=  6400  env_steps=   819200  eps=0.050  episodes= 14634  recent_return=0.28  win=0.12  buf=100000
iter=  6600  env_steps=   844800  eps=0.050  episodes= 15035  recent_return=0.38  win=0.28  buf=100000
iter=  6800  env_steps=   870400  eps=0.050  episodes= 15440  recent_return=0.36  win=0.18  buf=100000
iter=  7000  env_steps=   896000  eps=0.050  episodes= 15846  recent_return=0.37  win=0.15  buf=100000
iter=  7200  env_steps=   921600  eps=0.050  episodes= 16246  recent_return=0.27  win=0.01  buf=100000
iter=  7400  env_steps=   947200  eps=0.050  episodes= 16624  recent_return=0.46  win=0.39  buf=100000
iter=  7600  env_steps=   972800  eps=0.050  episodes= 17028  recent_return=0.43  win=0.24  buf=100000
iter=  7800  env_steps=   998400  eps=0.050  episodes= 17442  recent_return=0.35  win=0.05  buf=100000
iter=  8000  env_steps=  1024000  eps=0.050  episodes= 17872  recent_return=0.27  win=0.00  buf=100000
iter=  8200  env_steps=  1049600  eps=0.050  episodes= 18277  recent_return=0.35  win=0.03  buf=100000
iter=  8400  env_steps=  1075200  eps=0.050  episodes= 18674  recent_return=0.29  win=0.01  buf=100000
iter=  8600  env_steps=  1100800  eps=0.050  episodes= 19072  recent_return=0.34  win=0.03  buf=100000
iter=  8800  env_steps=  1126400  eps=0.050  episodes= 19467  recent_return=0.28  win=0.01  buf=100000
iter=  9000  env_steps=  1152000  eps=0.050  episodes= 19845  recent_return=0.25  win=0.01  buf=100000
iter=  9200  env_steps=  1177600  eps=0.050  episodes= 20207  recent_return=0.21  win=0.00  buf=100000
iter=  9400  env_steps=  1203200  eps=0.050  episodes= 20571  recent_return=0.23  win=0.01  buf=100000
iter=  9600  env_steps=  1228800  eps=0.050  episodes= 20928  recent_return=0.12  win=0.00  buf=100000
iter=  9800  env_steps=  1254400  eps=0.050  episodes= 21313  recent_return=0.16  win=0.00  buf=100000
iter= 10000  env_steps=  1280000  eps=0.050  episodes= 21631  recent_return=0.15  win=0.00  buf=100000
iter= 10200  env_steps=  1305600  eps=0.050  episodes= 21989  recent_return=0.18  win=0.01  buf=100000
iter= 10400  env_steps=  1331200  eps=0.050  episodes= 22314  recent_return=0.12  win=0.01  buf=100000
iter= 10600  env_steps=  1356800  eps=0.050  episodes= 22651  recent_return=0.18  win=0.01  buf=100000
iter= 10800  env_steps=  1382400  eps=0.050  episodes= 22979  recent_return=0.22  win=0.01  buf=100000
iter= 11000  env_steps=  1408000  eps=0.050  episodes= 23302  recent_return=0.16  win=0.00  buf=100000
iter= 11200  env_steps=  1433600  eps=0.050  episodes= 23643  recent_return=0.25  win=0.03  buf=100000
iter= 11400  env_steps=  1459200  eps=0.050  episodes= 23966  recent_return=0.19  win=0.04  buf=100000
iter= 11600  env_steps=  1484800  eps=0.050  episodes= 24302  recent_return=0.31  win=0.05  buf=100000
iter= 11800  env_steps=  1510400  eps=0.050  episodes= 24612  recent_return=0.24  win=0.08  buf=100000
iter= 12000  env_steps=  1536000  eps=0.050  episodes= 24925  recent_return=0.24  win=0.09  buf=100000
iter= 12200  env_steps=  1561600  eps=0.050  episodes= 25240  recent_return=0.22  win=0.09  buf=100000
iter= 12400  env_steps=  1587200  eps=0.050  episodes= 25563  recent_return=0.24  win=0.07  buf=100000
iter= 12600  env_steps=  1612800  eps=0.050  episodes= 25890  recent_return=0.31  win=0.15  buf=100000
iter= 12800  env_steps=  1638400  eps=0.050  episodes= 26196  recent_return=0.27  win=0.18  buf=100000
iter= 13000  env_steps=  1664000  eps=0.050  episodes= 26522  recent_return=0.31  win=0.20  buf=100000
iter= 13200  env_steps=  1689600  eps=0.050  episodes= 26844  recent_return=0.22  win=0.07  buf=100000
iter= 13400  env_steps=  1715200  eps=0.050  episodes= 27149  recent_return=0.20  win=0.06  buf=100000
iter= 13600  env_steps=  1740800  eps=0.050  episodes= 27472  recent_return=0.26  win=0.17  buf=100000
iter= 13800  env_steps=  1766400  eps=0.050  episodes= 27776  recent_return=0.28  win=0.17  buf=100000
iter= 14000  env_steps=  1792000  eps=0.050  episodes= 28100  recent_return=0.34  win=0.17  buf=100000
iter= 14200  env_steps=  1817600  eps=0.050  episodes= 28403  recent_return=0.29  win=0.22  buf=100000
iter= 14400  env_steps=  1843200  eps=0.050  episodes= 28713  recent_return=0.29  win=0.15  buf=100000
iter= 14600  env_steps=  1868800  eps=0.050  episodes= 29029  recent_return=0.30  win=0.14  buf=100000
iter= 14800  env_steps=  1894400  eps=0.050  episodes= 29375  recent_return=0.20  win=0.01  buf=100000
iter= 15000  env_steps=  1920000  eps=0.050  episodes= 29716  recent_return=0.19  win=0.03  buf=100000
iter= 15200  env_steps=  1945600  eps=0.050  episodes= 30031  recent_return=0.19  win=0.04  buf=100000
iter= 15400  env_steps=  1971200  eps=0.050  episodes= 30367  recent_return=0.23  win=0.04  buf=100000
iter= 15600  env_steps=  1996800  eps=0.050  episodes= 30704  recent_return=0.16  win=0.01  buf=100000
[run] 2000000 env-steps in 259s => 7718 env-steps/sec
[run] saved -> results_smax/smax_2s3z_qmix_correlated_hidden_s2.npz
